NSCE  Elapsed_Time  RainFact    Ksat    WM    B    IM    KE    coeM    expM    coeR    coeS    KS    KI  
1.325217e-01:  39.7500   0.925962  64.489507  474.236683  1.293479  3.376722  0.362908  137.820628  0.600437  0.645751  1.574595  0.311829  0.788564 
-4.167978e-01:  38.7188   1.229804  199.572332  380.831848  1.147108  0.420665  1.498750  81.197181  0.325804  0.880511  2.683117  1.554702  3.304866 
-6.765376e-01:  38.6094   0.615407  159.341954  47.686742  5.327372  3.132542  1.035639  60.373069  0.801244  0.925904  2.891437  1.669146  1.031819 
-6.277012e-01:  38.3594   0.755483  25.933345  66.806065  3.862405  3.806141  1.217351  145.050456  0.835310  0.596040  2.642691  1.088202  1.779275 
1.863024e-01:  39.4063   0.951340  53.225426  280.404407  2.202617  3.575572  0.445020  83.109796  0.729086  0.785509  1.990137  0.210923  1.285381 
1.172867e-01:  39.0781   1.007349  99.302073  317.415889  2.008325  3.477932  0.692149  75.381519  0.765128  1.234394  2.487112  0.309793  2.097710 
1.440012e-01:  39.1094   0.983305  107.668217  267.118913  2.839207  3.334043  0.670942  66.018896  0.609444  1.155351  1.764747  0.137978  1.764456 
1.255400e-01:  36.3281   1.027850  78.531477  223.905453  3.446591  2.715528  0.654320  72.143855  0.860986  0.836610  2.092025  0.289275  0.941664 
-7.047299e-03:  34.1719   1.132825  70.106829  429.188439  0.929526  1.868324  0.521026  131.347823  1.060907  1.105796  0.867047  0.331039  0.970994 
3.323370e-01:  34.3906   1.123367  98.775546  157.612511  5.600971  3.991553  0.311294  87.547188  0.577134  1.322989  1.608162  0.168211  0.412926 
-4.017824e-01:  31.2500   0.752175  184.687712  202.606528  1.871736  0.375237  0.968061  32.472606  0.641458  1.497963  2.214540  0.141276  0.604654 
1.703792e-01:  27.1094   0.995807  127.493256  194.697372  2.266426  3.478856  0.997582  64.430145  0.726551  1.063228  1.880203  0.142732  1.442434 
The Initial Loop: 3 
BESTF  : 0.667663 
BESTX  : 1.123367  98.775546  157.612511  5.600971  3.991553  0.311294  87.547188  0.577134  1.322989  1.608162  0.168211  0.412926 
WORSTF : 1.241307 
WORSTX :  0.644579  167.865203  314.200114  4.895349  2.798756  0.820226  24.718395  1.034395  1.157813  1.841031  0.887692  0.199169 
-4.026191e-01:  41.7031   0.816004  169.905227  410.106214  4.080791  1.446811  0.728277  104.190744  0.968652  0.553839  0.667846  0.975220  2.706651 
-9.386190e-02:  41.7031   0.655247  90.679668  151.820580  5.796624  3.037238  0.411652  140.098096  0.734342  1.058907  2.186653  0.642535  0.334655 
-1.024258e-01:  41.7969   1.255391  126.352024  88.238222  5.430936  0.883442  1.235396  110.776428  0.636155  1.349362  1.674307  1.008872  0.148892 
1.700142e-01:  42.0469   0.932746  145.023021  288.251079  4.123197  3.560179  0.647710  75.088691  0.971230  0.870478  1.038534  0.074354  0.142428 
1.444092e-01:  36.5469   0.955726  110.947620  218.776253  2.934647  3.386800  0.984671  82.812727  0.574222  1.032130  1.595516  0.292553  1.017967 
1.591509e-01:  37.1094   1.003152  103.182194  271.005790  3.358657  3.154393  0.646659  65.722037  0.677074  1.054781  1.487209  0.260349  1.111359 
-1.615890e-01:  37.1094   0.918037  22.734596  472.584030  5.792454  1.233840  0.626441  104.677862  0.635139  0.891594  0.317563  0.645283  0.008514 
-3.772374e-01:  37.5156   0.980893  113.067451  272.842668  1.619934  0.871335  0.301682  14.022960  0.543704  1.111838  1.709804  0.895457  2.322395 
-2.097101e-01:  38.5469   0.689027  72.412666  228.768680  1.281839  2.086954  1.159595  71.637268  0.394301  1.359482  0.141356  0.339456  2.906538 
-5.736647e-01:  38.9688   0.837422  20.942758  245.547609  4.992923  0.942733  1.065438  122.216540  0.696824  1.295946  3.193356  1.675930  3.917419 
1.191454e-01:  39.4531   1.012838  71.556887  203.119330  3.254555  2.639064  0.754235  49.775695  0.450378  1.319864  2.384552  0.178501  1.043656 
1.408666e-01:  39.5781   1.002896  108.838344  276.547138  2.563796  2.987499  0.586448  64.526250  0.747430  0.887653  1.702269  0.234516  1.241167 
1.419549e-01:  39.6719   1.061970  75.729115  215.590384  2.242846  2.547301  0.668605  69.411668  0.742663  1.067349  1.572671  0.256284  0.594002 
1.492395e-01:  39.8750   0.986391  103.778362  288.284474  3.200068  3.195034  0.625268  56.350308  0.599639  1.148256  1.806230  0.244139  1.336407 
3.187939e-01:  39.7969   1.270670  112.428359  186.869219  2.911555  3.222025  0.931207  65.213882  0.277203  1.419425  1.806998  0.160179  0.439427 
-3.989810e-01:  39.1563   0.645475  113.810015  183.597627  5.714293  0.643615  1.345074  109.001505  1.033912  1.356207  0.173414  1.280536  0.701100 
2.920864e-01:  39.8594   1.370543  78.551981  327.594824  3.262798  2.886367  0.503549  64.640424  0.585192  0.814752  1.602276  0.203851  0.617989 
1.470303e-01:  39.7031   0.940279  106.405505  263.748532  3.909614  3.267400  0.570021  82.117731  0.675032  1.051324  1.831896  0.310223  0.860213 
-1.437024e+00:  39.7656   1.367432  91.741750  360.247075  2.693620  2.945519  0.826557  64.489426  0.737780  0.700596  2.724988  1.271516  1.257816 
9.092264e-02:  40.3750   1.014609  119.991984  412.861039  0.822313  2.847451  0.191481  138.273673  0.873833  1.206763  1.818369  0.242882  3.568302 
3.075575e-01:  38.9688   1.186887  123.202690  251.046830  2.514947  3.721732  0.690336  35.661685  0.565404  1.115208  2.001916  0.226833  0.374750 
1.460301e-01:  38.9063   1.038790  136.034387  321.096601  2.178463  3.399539  0.736794  31.783824  0.580687  1.010491  1.316024  0.224732  2.399217 
1.622929e-01:  39.2344   1.000850  110.303814  314.400981  2.623881  3.349321  0.445642  62.114947  0.553568  1.303721  2.470113  0.273403  1.272598 
-1.894511e+00:  39.6406   1.339603  198.266683  449.268952  4.420692  3.218494  0.245940  30.489365  0.941985  1.064797  2.794256  0.872350  3.901690 
-7.959600e-01:  40.5625   0.661920  51.794998  257.132217  2.146614  3.283016  0.309841  4.539270  0.568287  0.965857  0.391244  1.717589  0.339113 
-3.314919e-02:  39.3438   1.181291  130.609410  480.889148  1.418893  2.303403  1.485836  50.216118  0.214190  1.175651  1.609515  0.036719  3.700354 
-2.568709e+00:  39.9375   1.365777  95.889745  287.028021  2.346122  3.395849  0.520572  99.269003  0.517690  0.928744  0.122017  1.121075  3.858875 
1.295094e-01:  39.7500   0.998844  87.143328  313.567421  2.001426  3.575287  0.612998  92.658104  0.823563  1.158672  2.357742  0.312210  1.856593 
8.420148e-02:  37.7031   1.084366  90.221801  217.486842  3.224460  3.029322  1.000917  50.573722  0.719810  1.074957  1.556854  0.427954  0.739458 
1.123981e-01:  38.4219   0.957886  125.396930  242.066560  3.925069  2.821478  0.469280  45.523950  0.484688  1.023164  2.097874  0.277848  1.080172 
-3.316080e-02:  38.0000   1.172225  117.629676  181.175084  4.191372  2.058039  0.994479  86.280355  0.598476  1.286410  1.841046  0.600198  0.575582 
-4.669347e-01:  38.4063   1.181717  28.903329  348.771250  1.891113  0.613048  0.409069  105.014842  1.081601  0.854531  2.716608  1.514046  3.368774 
5.612175e-02:  38.3906   1.099545  56.972784  330.247978  5.273266  1.670520  1.048679  138.968021  0.988750  0.591906  1.534077  0.229793  0.178813 
-2.602568e+00:  38.7031   1.230418  132.496879  299.370169  3.343300  2.697985  1.348871  75.833302  0.868650  1.229563  0.573629  1.670024  2.296499 
-7.167436e-02:  39.0625   0.747028  29.969364  206.791199  4.393226  2.498024  0.544907  37.314588  0.241562  1.442682  1.874901  0.354211  1.625179 
1.492237e-01:  39.3125   1.003204  109.311327  315.052398  2.996285  3.187262  0.560848  61.439465  0.626553  1.084234  1.822906  0.275575  1.228605 
2.152868e-01:  40.3906   1.227468  108.687258  280.109090  4.384036  3.792885  0.251842  72.706432  0.625941  1.142575  1.860832  0.325010  0.284069 
1.228690e-01:  40.3281   1.041315  112.917839  332.084076  1.955412  3.004365  0.466764  92.999099  0.697799  1.217248  1.962740  0.232209  2.104638 
1.630384e-01:  40.3281   1.045791  104.531802  313.689634  2.394352  3.028050  0.621061  81.227135  0.719017  1.072834  1.425244  0.233173  1.175754 
1.009609e-01:  40.2188   0.787487  32.193425  222.342074  2.742460  3.806463  0.685257  86.821454  0.341763  0.816517  1.794444  0.177854  2.078305 
-2.203755e-01:  39.5469   1.384892  174.230609  373.068283  3.052294  1.189482  0.938202  53.356823  0.643957  0.780875  0.896792  0.323721  2.922807 
2.354452e-01:  39.6406   1.152737  87.231183  235.723114  3.475807  3.700144  0.886800  11.108877  0.397553  1.352081  3.016372  0.053831  0.145165 
-4.021531e-01:  38.8125   0.663541  95.017929  406.136890  5.532488  0.434486  1.309746  31.085018  0.325333  1.491474  2.786091  1.814476  0.612087 
-4.724123e-01:  40.0000   0.627319  41.044895  54.391777  0.471039  2.078003  0.224730  108.391255  0.280102  0.704483  2.696955  1.512722  0.241666 
1.598224e-01:  39.3281   1.079230  106.068659  248.145205  2.893033  2.961107  0.781898  59.321147  0.669080  1.038087  1.816386  0.272327  1.046738 
-4.586226e-01:  39.4688   1.265113  179.365591  112.266341  3.680242  2.005560  1.468592  134.555508  0.672982  1.427224  0.041313  0.871339  1.501856 
1.722660e-01:  39.5781   1.034940  98.078516  294.620566  3.168649  3.287030  0.689529  70.219332  0.652782  0.906800  1.649969  0.224982  1.445192 
1.265163e-01:  39.7969   0.999307  118.641857  224.987516  2.855553  3.219825  0.502897  66.271326  0.725287  1.016486  1.701527  0.277632  1.627940 
2.721010e-01:  39.1406   1.223139  88.011451  272.760248  2.476153  3.801063  0.470447  56.570365  0.575059  0.826181  2.096790  0.275248  0.064991 
2.053788e-01:  39.7344   1.023987  107.229624  315.391995  3.010867  3.497310  0.703151  52.593169  0.666887  1.240571  1.807405  0.126880  1.125797 
-6.384594e+00:  39.5625   1.292958  109.837025  60.716508  5.985121  2.149029  1.272742  127.301789  0.678894  1.254958  2.686177  1.925503  3.671707 
-4.117915e-01:  40.1563   0.793016  2.468594  387.108087  2.112704  1.283899  0.337663  125.548609  0.571459  1.390424  3.230612  1.695536  0.545523 
-1.928765e+00:  39.6719   1.343357  109.851565  264.960826  2.714191  3.825739  0.834961  69.330858  0.704776  0.713740  2.164231  1.236226  0.392655 
3.176992e-01:  39.5156   1.266113  105.836523  155.209197  3.293948  3.397155  0.688803  14.480663  0.349577  1.359362  2.677192  0.239320  0.137137 
7.698658e-02:  39.0469   1.119184  123.677854  374.228097  2.297816  2.810920  1.060900  56.853325  0.396601  1.169193  1.602116  0.120841  2.508358 
1.660931e-01:  39.3438   1.007113  136.459180  285.285668  4.518555  3.105068  0.710421  53.083734  0.673668  1.050592  2.021833  0.189429  1.205614 
1.683190e-01:  39.2656   1.176976  87.441132  269.480321  4.085589  2.944038  0.613017  85.274856  0.603302  1.014461  1.728963  0.328675  0.835619 
-1.083010e+00:  39.2656   0.755917  198.421808  347.341547  0.207266  3.030927  1.040752  39.240358  0.803084  0.670112  3.301966  1.814552  3.961598 
-2.044931e-01:  39.9531   1.360545  54.588696  197.302340  5.092072  0.325967  0.372702  41.192133  0.414351  0.596071  3.044207  1.418139  0.077597 
2.146483e-01:  39.9688   1.270405  118.455036  284.908009  2.794719  2.951185  0.236819  94.992693  1.000119  0.815642  1.904429  0.116938  1.233516 
-1.742787e+00:  39.4375   0.948800  117.566077  480.938460  4.480311  3.792288  0.197144  126.711678  1.073823  0.521022  2.386539  1.637505  0.063202 
1.019594e-01:  39.0313   1.065274  106.375292  264.234803  3.318001  2.877090  0.680240  62.473097  0.610684  1.098446  1.743053  0.347763  1.130887 
-3.914594e-01:  38.1875   0.671876  134.941220  247.508382  2.341185  1.091757  1.485924  76.744475  0.861549  0.824559  0.928772  0.715153  2.020233 
1.641808e-01:  39.0625   1.046158  146.988140  362.635511  2.940093  3.283081  0.810723  83.357773  0.634692  1.273183  1.902938  0.120521  1.499613 
1.697212e-01:  38.4375   1.107784  77.214514  292.941903  4.147416  2.421846  0.839846  99.843700  0.815575  0.776937  1.563552  0.273780  0.421521 
-4.141669e-01:  38.4219   1.080170  112.479693  317.194579  1.796182  2.897727  1.340205  8.937957  0.587531  1.474616  0.411844  0.951953  0.614209 
-4.692467e-01:  38.4531   0.878829  184.773757  293.884395  3.652513  0.232426  1.055010  54.410479  0.302393  1.483560  0.926980  1.987927  1.678715 
1.318948e-01:  39.0313   1.093478  93.152887  364.089655  2.093320  2.611115  0.544081  100.266699  0.901305  1.025341  1.211543  0.258979  1.028597 
-6.743572e-01:  37.9688   1.144069  99.552449  480.418539  5.643225  1.987930  0.980485  125.343515  0.508164  0.694315  1.556536  1.528504  0.675622 
1.777439e-01:  38.5469   1.056222  110.132436  294.485210  2.653437  3.176263  0.589358  68.625335  0.613011  1.239039  2.088864  0.220219  1.338894 
1.514677e-01:  38.6875   1.040119  99.186429  271.324372  2.773041  3.016202  0.699456  66.975627  0.604886  0.967133  1.788911  0.253622  1.201491 
-4.448760e-01:  38.7500   0.933254  155.445616  360.045483  0.547828  0.211559  0.838688  114.921258  0.219411  0.809687  0.194045  1.768484  3.204161 
1.958195e-01:  38.7188   1.106454  82.869675  237.357033  2.644207  2.912413  0.644616  68.059518  0.697006  1.015968  1.673842  0.285107  0.583192 
-1.442491e+00:  39.7188   1.033284  72.180590  190.897405  0.700856  2.539349  0.331468  35.181582  0.211891  0.827853  2.880813  1.895838  1.028797 
1.471168e-01:  39.0625   0.982467  88.385899  304.307511  3.348791  3.304469  0.744695  72.298300  0.740251  0.931590  1.905864  0.178009  1.704516 
2.431795e-01:  39.3438   1.146687  69.802080  190.306378  3.608714  3.371745  0.525702  57.159196  0.550141  1.144272  1.471764  0.308290  0.404401 
-1.822059e+00:  39.8906   1.375921  42.269986  144.854083  3.802856  1.785408  0.917015  106.944751  0.843917  1.157960  2.749929  1.191272  3.659916 
2.181240e-01:  40.2656   1.066265  112.318854  213.537569  2.715168  3.047796  0.952930  29.452888  0.565614  1.262348  2.319137  0.176259  0.466562 
2.849733e-01:  40.2500   1.163905  118.286325  281.542920  2.996900  3.844148  0.495470  70.989528  0.634402  0.949416  2.149124  0.148222  1.006392 
1.780768e-01:  40.6094   1.064294  132.497536  298.780731  4.333546  3.310619  0.402279  57.102276  0.606082  0.746122  0.568268  0.061088  0.007720 
1.857702e-01:  40.1406   1.056698  132.038445  254.419783  4.208737  2.780851  0.498770  35.651967  0.631185  1.035988  0.941789  0.235718  0.760675 
2.096819e-01:  39.9219   1.035839  100.056162  312.930830  3.202198  3.919831  0.678173  26.974530  0.490743  1.450658  2.508811  0.048513  0.359822 
3.092468e-01:  40.1563   1.240346  136.868788  249.772158  3.311019  3.742069  0.439298  55.325996  0.545748  1.073200  1.549021  0.223143  0.439923 
1.442445e-01:  40.1406   1.103142  103.471548  327.053671  3.251569  3.519956  0.514133  38.423250  0.843567  0.894288  1.392813  0.035078  1.108983 
-2.140271e-01:  37.9219   0.999335  17.465353  234.111973  5.266124  3.096048  1.156365  137.317262  0.721880  0.895304  1.832021  0.536922  2.707648 
-4.839407e-01:  39.0625   0.864344  20.064391  441.489002  4.394132  0.510531  0.790597  61.086798  0.887837  1.158585  3.059447  1.572447  1.914649 
-1.083539e-01:  39.0938   1.181792  136.513295  206.983261  2.155500  2.226587  1.000655  73.840774  0.706030  1.213235  2.901479  0.500223  2.111330 
1.919941e-01:  39.4844   0.980994  105.672016  279.574817  3.745103  3.330539  0.556049  71.194111  0.717166  1.012065  1.722126  0.241437  0.922406 
2.195613e-01:  39.3750   1.029778  106.561770  309.527739  2.488294  3.544259  0.418580  78.841615  0.642034  1.184870  1.953894  0.180137  1.208777 
2.109886e-01:  38.8906   1.065393  107.175998  264.765324  3.028405  3.341529  0.712300  50.852894  0.609988  1.127726  1.783125  0.255140  0.886998 
1.913792e-01:  39.3125   1.042968  123.410515  256.330601  3.457833  3.171559  0.515836  54.933720  0.531646  1.069921  1.962365  0.232601  1.049312 
3.257352e-01:  39.9688   1.313941  186.039969  403.470557  3.862037  3.091018  0.447056  32.603048  1.097078  1.184809  1.602259  0.160091  0.199576 
-2.212494e-01:  38.7188   0.824271  88.931171  378.026876  0.664134  1.856294  1.373800  45.594380  0.753962  0.783792  3.077790  0.488164  1.991470 
-7.722926e-01:  40.5781   0.849086  188.128990  313.530258  1.241336  2.153014  0.579708  90.573728  0.246457  1.431560  1.405162  1.623328  3.320813 
-2.409119e-01:  40.3906   0.868889  6.641526  305.658095  2.305088  3.543723  0.479246  52.294232  0.724740  0.720565  0.885972  0.693940  1.877190 
-6.638332e-01:  46.0781   1.249500  192.262102  326.296630  3.139086  2.528119  0.178579  3.010818  1.039858  1.120263  2.918192  1.183134  2.915807 
1.657302e-01:  39.1563   1.079747  71.127837  201.609266  3.644276  2.682091  0.664878  67.436326  0.799445  0.835699  2.297522  0.310373  0.591994 
2.316282e-01:  39.1719   1.148040  86.480735  246.864736  2.646983  2.922524  0.593322  55.433418  0.558082  1.176882  1.825856  0.169866  0.698135 
1.939738e-01:  39.2344   0.984957  91.110074  384.994523  2.417974  3.366824  0.466760  100.578763  0.674983  0.816961  1.502033  0.239291  0.858917 
2.154489e-01:  38.8438   1.087358  111.220252  263.660819  2.956791  3.269555  0.604901  64.648812  0.592722  1.031019  1.793020  0.216335  1.052168 
2.129666e-01:  39.2500   1.179115  175.871579  273.593397  3.589996  2.703275  0.779693  129.292387  0.609922  1.435098  1.900459  0.316724  0.269129 
-4.403358e-01:  39.1094   1.070066  180.691123  231.662577  3.967589  0.514692  0.403610  137.226376  0.456401  0.705450  0.868877  0.438906  3.725880 
2.369292e-01:  39.7813   1.036157  103.507849  283.293671  4.078974  3.767805  0.536079  71.252086  0.890100  0.750479  0.972265  0.065301  0.334749 
-1.025469e+00:  39.1406   0.825258  122.945931  123.248773  5.103528  2.908255  1.077967  84.452416  1.009734  1.422299  0.562247  1.820641  0.990891 
-9.690955e-01:  38.4688   0.738773  42.876429  73.657471  5.815422  3.148278  0.513689  96.679179  0.611232  1.268296  0.774665  1.321338  2.696914 
1.984622e-01:  38.7188   1.064940  92.999221  228.226509  3.277952  2.997718  0.740484  46.203100  0.489191  1.281044  2.334939  0.184761  0.873805 
-5.294772e-01:  38.4063   0.759646  89.186435  102.135023  4.664646  1.107893  0.668843  15.883222  0.330533  0.727913  0.150365  1.691579  3.756020 
1.518308e-01:  38.7500   1.034849  120.769288  289.842931  3.089745  3.206056  0.698514  62.370177  0.670063  1.028687  1.559534  0.265529  1.391663 
2.080443e-01:  37.7813   1.119431  91.498859  276.118576  3.487795  2.885960  0.732985  83.205880  0.732783  0.901266  1.659957  0.285981  0.527479 
-4.606374e-01:  38.5625   1.242912  28.217930  91.372976  3.499588  0.573367  0.826603  112.958655  0.325470  0.820680  1.943404  0.252580  3.105235 
2.086836e-01:  38.9844   0.957138  102.316907  316.083909  3.618631  3.513225  0.384056  73.034787  0.530402  1.214960  1.793582  0.181050  1.002337 
3.061189e-01:  38.1406   1.189381  125.785373  286.746914  3.365692  3.641900  0.572098  67.610673  0.404310  1.244135  1.740086  0.103444  0.455904 
2.811260e-01:  37.6719   1.147445  99.440163  250.100330  3.198604  3.559451  0.533761  54.612355  0.695540  0.734462  1.627610  0.258464  0.050068 
1.734264e-01:  38.4219   1.057584  113.386485  242.142084  3.110405  3.023309  0.691311  47.464116  0.558247  1.158675  2.285554  0.197402  1.201551 
3.031757e-01:  38.2500   1.079206  85.309384  354.307888  2.465342  3.946525  0.331864  81.718452  0.919652  0.851697  0.892276  0.153194  0.285079 
-9.245210e-01:  37.9531   1.343350  168.515553  227.848776  4.342527  1.382400  0.810523  30.522570  0.834095  0.990323  2.394148  1.592779  1.836674 
-4.394506e-01:  38.0000   0.636239  181.130581  411.946361  3.395801  0.290750  0.874036  58.651765  0.261128  1.110375  2.710810  0.341778  3.222461 
-1.317234e+00:  38.9531   1.163071  43.645600  240.823890  4.270320  2.756073  0.474616  115.564168  0.582234  0.683005  2.325865  1.165844  2.941639 
-2.285961e-01:  39.7969   1.035545  70.149187  172.030656  4.455269  1.323734  0.104730  126.582719  0.248189  1.051913  1.569279  0.101666  2.901649 
1.704876e-01:  38.6719   1.109945  121.291931  323.883022  2.820637  3.150387  0.809625  59.040404  0.491417  1.154037  1.698996  0.150921  1.716687 
1.972643e-01:  39.0781   1.104705  84.125137  231.754453  3.286462  3.036893  0.616953  65.560923  0.731693  0.894276  1.980940  0.317367  0.549209 
2.176603e-01:  39.5156   1.051721  109.081637  273.558908  2.896873  3.357540  0.612203  50.626992  0.535744  1.301796  2.405166  0.227140  0.924126 
1.414995e-01:  39.6563   1.028316  114.310415  358.074527  2.283795  3.166041  0.341361  98.359650  0.858592  1.096676  1.648724  0.193375  2.151262 
3.257571e-01:  47.3594   1.202506  88.948839  252.399346  4.245524  3.553039  0.312816  32.919389  1.048741  0.592324  0.048024  0.147241  0.577834 
2.952905e-01:  39.2188   1.203274  111.525986  324.877834  2.287587  3.527065  0.202967  81.422011  0.629120  0.860257  2.109228  0.214045  0.324721 
-7.650028e-01:  38.5000   1.140136  59.718059  55.930608  4.914644  3.295681  0.790749  34.354281  0.877322  1.208703  2.787196  0.525177  2.952106 
-1.743760e+00:  39.0000   1.104497  148.340303  75.202080  2.766592  2.850348  0.646609  128.908224  0.285294  1.027742  1.547815  1.839126  0.601795 
2.997156e-01:  41.0313   1.290619  130.455075  229.080128  3.294272  3.904364  0.390794  64.226299  0.502008  1.135133  1.733961  0.110882  0.775396 
2.759434e-01:  41.7031   1.099494  108.390266  239.510872  3.207051  3.751411  0.668237  86.150695  0.523114  1.213006  1.207277  0.270268  0.086481 
2.268003e-01:  42.2500   1.057983  106.110079  283.582466  3.070927  3.332613  0.669141  49.970191  0.552422  1.281237  2.182926  0.187074  0.910904 
2.012408e-01:  42.9531   1.075346  100.243304  343.476702  2.668751  3.067930  0.500691  84.814292  0.838233  0.980721  1.331775  0.209534  0.947077 
2.393545e-01:  42.9688   1.329558  126.188804  214.153931  3.573708  3.974632  0.266858  58.966008  0.506904  1.116044  1.897642  0.059398  0.075297 
2.982497e-01:  42.5469   1.294668  99.849521  319.163131  4.624370  3.358287  0.449439  87.111256  0.537120  1.099108  0.804200  0.262679  0.014189 
-1.958948e-01:  43.2656   0.987005  124.329578  432.391320  0.613933  2.550885  0.192100  114.115766  0.449046  0.958606  1.873958  0.722505  0.826110 
3.018054e-01:  42.6875   1.174371  134.910871  387.073367  3.817690  3.881732  0.481795  60.601415  0.729229  1.028686  0.954675  0.088030  0.469876 
-5.146503e-01:  42.5313   0.703567  77.221283  174.765418  4.827270  2.484312  0.262804  101.233543  0.319050  1.097202  1.025108  1.534109  0.586247 
-6.664004e-01:  41.5156   0.962638  198.038003  393.481320  1.527000  1.624332  1.019835  48.548446  0.524396  1.225024  3.182756  1.966137  1.274092 
2.501083e-01:  42.5781   0.962653  109.228139  320.295283  3.725759  3.638690  0.753613  24.360074  0.382631  1.304958  1.884530  0.180049  0.298987 
-3.584181e-01:  42.4844   0.818734  73.197067  249.367505  3.115279  0.401012  0.687988  110.568275  0.726174  1.352629  1.797909  0.358791  3.932968 
2.436714e-01:  43.3281   1.156191  122.981345  279.656512  3.035151  3.399878  0.625886  63.443934  0.531310  1.093928  1.668782  0.150831  1.178615 
-2.890426e-02:  42.1406   0.896108  135.070340  289.413516  3.806506  3.102979  0.694815  40.850580  0.843821  1.049562  1.797601  0.586073  0.386421 
3.215760e-01:  42.1094   1.128962  124.051929  289.277027  3.612221  3.912516  0.734337  27.318462  0.472038  1.385596  2.396030  0.182900  0.012756 
1.947529e-01:  42.1250   1.060601  114.372815  331.984310  2.855571  3.306266  0.414814  83.460865  0.833298  0.998402  1.455151  0.171782  1.457111 
-1.332644e+00:  40.9688   1.178167  32.125766  79.429548  1.561898  1.951072  1.458229  19.199482  0.970137  0.953814  2.295828  1.533241  3.197904 
-9.256212e-01:  42.5313   0.946142  128.696354  211.289908  0.311703  3.203184  0.123394  132.720417  0.899817  1.168314  1.328733  1.336429  1.704189 
-1.200693e+00:  42.2031   1.147017  93.420177  444.591454  3.592542  2.537147  1.375891  104.363266  0.548733  1.235383  1.543896  1.517386  2.239181 
2.148549e-01:  43.2813   1.285624  74.130903  349.512742  1.961254  3.424692  0.279653  72.358899  0.718819  0.889689  1.414158  0.244466  1.337448 
1.915032e-01:  42.6406   0.957347  75.143153  234.693416  3.102328  3.706534  0.585546  73.263605  0.461076  0.965824  1.584137  0.168013  1.521187 
2.144282e-01:  42.2969   1.070805  108.917147  245.943260  2.951111  3.359601  0.829712  73.901024  0.586054  1.020989  1.714693  0.256612  0.843300 
2.119259e-01:  42.4688   1.053476  94.954596  247.497327  3.459099  3.095161  0.690949  55.407218  0.675954  1.085897  2.206554  0.235249  0.698839 
3.278263e-01:  42.4219   1.302707  95.817096  331.138180  2.789945  3.599031  0.427703  98.433563  0.976508  0.679678  0.410570  0.197062  0.154513 
-4.705544e-01:  41.7813   0.689167  12.755639  274.171745  3.151752  2.327668  0.750641  76.332901  1.093746  1.296238  1.863900  1.425019  0.904202 
-4.572494e-01:  41.2344   0.962842  47.892953  59.710645  0.663899  0.300060  1.463633  130.311955  0.222042  0.668446  3.299026  0.793401  2.775255 
-3.876628e-01:  42.3906   0.730636  17.362150  499.589385  3.321769  0.645151  0.632716  121.029270  0.899516  1.326173  3.258159  0.668281  1.527567 
2.937984e-01:  42.5000   1.275211  116.226026  385.800801  2.765781  3.642363  0.323017  71.880424  0.952567  0.858317  0.989241  0.097612  0.632817 
2.892724e-01:  41.4375   1.197689  142.851512  290.631004  2.104490  3.669402  0.478733  61.004896  0.535794  0.834692  2.040436  0.103171  0.513486 
2.197688e-01:  38.5938   1.103777  116.946614  256.533664  3.647873  3.042928  0.554607  53.023886  0.641066  1.002760  1.336413  0.284950  0.548545 
1.295181e-01:  35.8906   1.108800  110.009677  222.920865  3.797638  2.776833  0.847261  61.543091  0.570858  1.294132  2.076469  0.396509  0.547419 
-3.961435e-01:  33.7344   0.988375  149.017490  129.402491  0.926700  0.327269  0.984029  142.593609  0.918297  1.466782  2.351529  0.192983  3.173866 
-5.573966e-01:  33.9063   1.365251  121.553314  159.465486  1.157593  1.045981  0.407125  138.120997  0.450159  0.532830  2.777003  1.202968  3.442704 
2.242108e-01:  33.7031   1.095915  112.305383  279.623398  2.858637  3.305840  0.560957  75.690512  0.640331  1.099337  1.608587  0.200900  1.067237 
1.928535e-01:  33.6250   1.032235  102.466156  290.676006  2.764286  3.519758  0.700200  55.821347  0.655357  1.274989  2.407997  0.242071  1.323908 
-4.291303e-01:  33.2969   0.677438  146.880467  368.921149  0.867164  0.907692  0.366306  138.535021  0.518143  0.788230  0.237798  1.240467  0.845691 
-1.341585e+00:  33.2031   1.331855  58.886376  434.776075  4.114647  2.209070  0.637564  123.222941  1.077235  1.428091  1.096667  1.733961  0.550101 
2.570062e-01:  32.9531   1.108505  119.219177  257.046490  3.542272  3.411224  0.486105  56.069875  0.568483  1.089645  1.839976  0.191305  0.859715 
2.554383e-01:  30.2969   1.076120  104.617196  260.828783  3.237548  3.410808  0.716628  44.369447  0.558282  1.229504  2.101381  0.215739  0.640475 
The Initial Loop: 4 
BESTF  : 0.667663 
BESTX  : 1.123367  98.775546  157.612511  5.600971  3.991553  0.311294  87.547188  0.577134  1.322989  1.608162  0.168211  0.412926 
WORSTF : 1.102426 
WORSTX :  1.255391  126.352024  88.238222  5.430936  0.883442  1.235396  110.776428  0.636155  1.349362  1.674307  1.008872  0.148892 
-1.024258e-01:  43.4219   1.255391  126.352024  88.238222  5.430936  0.883442  1.235396  110.776428  0.636155  1.349362  1.674307  1.008872  0.148892 
-4.026191e-01:  43.8594   0.816004  169.905227  410.106214  4.080791  1.446811  0.728277  104.190744  0.968652  0.553839  0.667846  0.975220  2.706651 
